awardid,action_date,federal_action_obligation,deobligated_amount_usd,label,action_type_code,action_type_description,correction_delete_indicator_code,correction_delete_indicator_description,recipient_name,recipient_city_name,recipient_state_code,primary_place_of_performance_city_name,trump_era_flag
ASST_NON_H79TI081795_075,2022-08-23,-59742.36,59742.36,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASHPEE WAMPANOAG TRIBE,MASHPEE,MA,,0
ASST_NON_H79TI081795_075,2022-08-23,-28057.0,28057.0,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,MASHPEE WAMPANOAG TRIBE,MASHPEE,MA,,0
ASST_NON_H79TI081925_075,2025-07-30,-3746.39,3746.39,PARTIAL_RES_CUM_POS,C,REVISION,,,ADMINISTRATIVE OFFICE OF THE TRIAL COURT,BOSTON,MA,,1
ASST_NON_H79TI081925_075,2025-07-30,-3746.39,3746.39,PARTIAL_RES_CUM_POS,C,REVISION,,,ADMINISTRATIVE OFFICE OF THE TRIAL COURT,BOSTON,MA,,1
ASST_NON_H79TI082505_075,2025-02-03,-4946.86,4946.86,PARTIAL_RES_CUM_POS,C,REVISION,,,MASSACHUSETTS SUPREME JUDICIAL COURT,GREENFIELD,MA,,1
ASST_NON_H79TI082534_075,2024-12-19,-462388.0,462388.0,PARTIAL_RES_CUM_POS,C,REVISION,,,CITY OF NEW BEDFORD,NEW BEDFORD,MA,NEW BEDFORD,0
ASST_NON_H79TI082534_075,2024-12-19,-248890.44,248890.44,PARTIAL_RES_CUM_POS,C,REVISION,,,CITY OF NEW BEDFORD,NEW BEDFORD,MA,NEW BEDFORD,0
ASST_NON_H79TI082602_075,2022-08-24,-21705.0,21705.0,CANCELLATION,C,REVISION,,,WAMPANOAG TRIBE OF GAY HEAD AQUINNAH,CHILMARK,MA,,0
ASST_NON_H79TI082602_075,2022-08-24,-113234.0,113234.0,CANCELLATION,C,REVISION,,,WAMPANOAG TRIBE OF GAY HEAD AQUINNAH,CHILMARK,MA,,0
ASST_NON_H79TI083328_075,2024-07-05,-5963.77,5963.77,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",BOSTON,MA,BOSTON,0
ASST_NON_H79TI083431_075,2022-06-12,-245775.0,245775.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,NEIGHBORHEALTH CORPORATION,EAST BOSTON,MA,EAST BOSTON,0
ASST_NON_H79TI083701_075,2024-10-07,-0.72,0.72,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,CASA ESPERANZA INC,ROXBURY,MA,ROXBURY,0
ASST_NON_H79TI083751_075,2025-01-03,-38312.97,38312.97,PARTIAL_RES_CUM_POS,C,REVISION,,,"MASSACHUSETTS ORGANIZATION FOR ADDICTION RECOVERY, INC",BOSTON,MA,BOSTON,0
ASST_NON_H79TI085198_075,2023-01-31,-500000.0,500000.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,GANDARA MENTAL HEALTH CENTER INC,SPRINGFIELD,MA,,0
ASST_NON_H79TI085198_075,2023-11-09,-500000.0,500000.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,GANDARA MENTAL HEALTH CENTER INC,SPRINGFIELD,MA,SPRINGFIELD,0
ASST_NON_H7C36799_075,2022-12-22,-5070.74,5070.74,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,,0
ASST_NON_H7C37083_075,2022-12-22,-18451.0,18451.0,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,NEIGHBORHEALTH CORPORATION,EAST BOSTON,MA,BOSTON,0
ASST_NON_H8000001_075,2023-07-10,-422695.88,422695.88,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,HEALTH & HUMAN SERVICES,SPRINGFIELD,MA,SPRINGFIELD,0
ASST_NON_H8000006_075,2023-05-05,-138103.03,138103.03,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM,BOSTON,MA,BOSTON,0
ASST_NON_H8000058_075,2024-05-22,-601120.0,601120.0,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,NEIGHBORHEALTH CORPORATION,EAST BOSTON,MA,EAST BOSTON,0
ASST_NON_H8000151_075,2022-07-13,-143972.0,143972.0,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,DIMOCK COMMUNITY HEALTH CENTER,ROXBURY,MA,ROXBURY,0
ASST_NON_H8000151_075,2024-07-02,-57114.0,57114.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,DIMOCK COMMUNITY HEALTH CENTER,ROXBURY,MA,ROXBURY,0
ASST_NON_H8000151_075,2024-10-03,-143972.0,143972.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,DIMOCK COMMUNITY HEALTH CENTER,ROXBURY,MA,ROXBURY,0
ASST_NON_H8000151_075,2024-10-09,-19038.0,19038.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,DIMOCK COMMUNITY HEALTH CENTER,ROXBURY,MA,ROXBURY,0
ASST_NON_H8000257_075,2020-10-08,-312341.6,312341.6,PARTIAL_RES_CUM_POS,C,REVISION,,,COMMUNITY HEALTH CONNECTIONS INC,FITCHBURG,MA,FITCHBURG,0
ASST_NON_H8000303_075,2024-07-03,-32390.05,32390.05,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"FENWAY COMMUNITY HEALTH CENTER, INC.",BOSTON,MA,BOSTON,0
ASST_NON_H8000378_075,2023-05-24,-790574.81,790574.81,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"CHARLES RIVER COMMUNITY HEALTH, INC",BRIGHTON,MA,BRIGHTON,0
ASST_NON_H8000395_075,2022-05-26,-84698.03,84698.03,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,MATTAPAN COMMUNITY HEALTH CENTER INC,MATTAPAN,MA,MATTAPAN STATION,0
ASST_NON_H8000397_075,2024-07-02,-32592.44,32592.44,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"LOWELL COMMUNITY HEALTH CENTER, INC.",LOWELL,MA,LOWELL,0
ASST_NON_H8000452_075,2022-08-30,-3146179.0,3146179.0,PARTIAL_RES_CUM_POS,C,REVISION,,,FAMILY HEALTH CENTER OF WORCESTER INC,WORCESTER,MA,WORCESTER,0
ASST_NON_H8000453_075,2022-08-10,-24613.92,24613.92,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"MANET COMMUNITY HEALTH CENTER, INC",QUINCY,MA,NORTH QUINCY,0
ASST_NON_H8000465_075,2023-01-06,-62419.12,62419.12,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"EDWARD M KENNEDY COMMUNITY HEALTH CENTER, INC",WORCESTER,MA,WORCESTER,0
ASST_NON_H8000468_075,2022-05-11,-118651.27,118651.27,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"OUTER CAPE HEALTH SERVICES, INC.",HARWICH PORT,MA,HARWICH PORT,0
ASST_NON_H8000468_075,2022-05-11,-528000.27,528000.27,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"OUTER CAPE HEALTH SERVICES, INC.",HARWICH PORT,MA,HARWICH PORT,0
ASST_NON_H8000511_075,2021-02-11,-139911.0,139911.0,PARTIAL_RES_CUM_POS,C,REVISION,,,GREATER NEW BEDFORD COMMUNITY HEALTH CENTER INC,NEW BEDFORD,MA,NEW BEDFORD,0
ASST_NON_H8000511_075,2021-02-11,-51008.0,51008.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,GREATER NEW BEDFORD COMMUNITY HEALTH CENTER INC,NEW BEDFORD,MA,NEW BEDFORD,0
ASST_NON_H8000743_075,2024-05-14,-3140.41,3140.41,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"HARBOR HEALTH SERVICES, INC.",DORCHESTER,MA,,0
ASST_NON_H8000803_075,2021-06-08,-173640.0,173640.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"HOLYOKE HEALTH CENTER, INC",HOLYOKE,MA,HOLYOKE,0
ASST_NON_H8000806_075,2024-04-26,-71411.0,71411.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,COMMUNITY HEALTH CENTER OF FRANKLIN COUNTY INC,GREENFIELD,MA,GREENFIELD,0
ASST_NON_H8004215_075,2022-08-26,-7469.28,7469.28,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"HEALTHFIRST FAMILY CARE CENTER, INC.",FALL RIVER,MA,FALL RIVER,0
ASST_NON_H8011299_075,2023-07-26,-487887.45,487887.45,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"CODMAN SQUARE HEALTH CENTER, INC",DORCHESTER CENTER,MA,DORCHESTER,0
ASST_NON_H8026638_075,2023-07-10,-15000.01,15000.01,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,ISLAND HEALTH INC.,WEST TISBURY,MA,EDGARTOWN,0
ASST_NON_H8026639_075,2021-10-13,-1227985.0,1227985.0,CANCELLATION,C,REVISION,,,"SOUTH END COMMUNITY HEALTH CENTER, INC.",BOSTON,MA,BOSTON,0
ASST_NON_H8029009_075,2020-12-01,-513077.8,513077.8,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,DORCHESTER,MA,DORCHESTER,0
ASST_NON_H8029009_075,2024-09-06,-13423.56,13423.56,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,DORCHESTER,MA,DORCHESTER,0
ASST_NON_H8029009_075,2024-09-06,-42316.25,42316.25,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,DORCHESTER,MA,DORCHESTER,0
ASST_NON_H8029010_075,2021-04-01,-913405.56,913405.56,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"UPHAMS CORNER HEALTH COMMITTEE, INC.",DORCHESTER,MA,DORCHESTER,0
ASST_NON_H8029010_075,2024-10-03,-91311.78,91311.78,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"UPHAMS CORNER HEALTH COMMITTEE, INC.",DORCHESTER,MA,DORCHESTER,0
ASST_NON_H8029010_075,2024-10-03,-63967.46,63967.46,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"UPHAMS CORNER HEALTH COMMITTEE, INC.",DORCHESTER,MA,DORCHESTER,0
ASST_NON_H8408005_075,2023-04-03,-9798.18,9798.18,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"FEDERATION FOR CHILDREN WITH SPECIAL NEEDS, INC., THE",CHARLESTOWN,MA,BOSTON,0
ASST_NON_H8900011_075,2020-10-14,-349073.0,349073.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,0
ASST_NON_H8900011_075,2020-11-03,-0.12,0.12,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,0
ASST_NON_H8900011_075,2021-09-15,-337289.0,337289.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,0
ASST_NON_H8900011_075,2022-05-12,-305919.37,305919.37,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,0
ASST_NON_H8900011_075,2023-04-03,-792757.34,792757.34,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,0
ASST_NON_H8900011_075,2024-05-08,-1502959.15,1502959.15,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,0
ASST_NON_H8900011_075,2025-07-14,-951977.25,951977.25,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,1
ASST_NON_H8900011_075,2025-08-08,-504881.0,504881.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,1
ASST_NON_H8C34343_075,2021-05-28,-1.43,1.43,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"CODMAN SQUARE HEALTH CENTER, INC",DORCHESTER CENTER,MA,,0
ASST_NON_H8C34356_075,2021-05-13,-1.28,1.28,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"FENWAY COMMUNITY HEALTH CENTER, INC.",BOSTON,MA,BOSTON,0
ASST_NON_H8D35466_075,2022-03-16,-0.38,0.38,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"FENWAY COMMUNITY HEALTH CENTER, INC.",BOSTON,MA,BOSTON,0
ASST_NON_H8D35474_075,2022-03-16,-114316.57,114316.57,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,HEALTH & HUMAN SERVICES,SPRINGFIELD,MA,SPRINGFIELD,0
ASST_NON_H8E38230_075,2022-03-16,-0.78,0.78,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"FENWAY COMMUNITY HEALTH CENTER, INC.",BOSTON,MA,BOSTON,0
ASST_NON_H8F40507_075,2024-08-28,-297806.0,297806.0,PARTIAL_RES_CUM_POS,C,REVISION,,,HEALTH & HUMAN SERVICES,SPRINGFIELD,MA,SPRINGFIELD,0
ASST_NON_H8F40507_075,2025-03-24,-0.11,0.11,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,HEALTH & HUMAN SERVICES,SPRINGFIELD,MA,SPRINGFIELD,1
ASST_NON_H8F41215_075,2024-11-15,-3825.34,3825.34,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,DORCHESTER,MA,DORCHESTER,0
ASST_NON_H8F41262_075,2025-03-20,-200.43,200.43,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"FENWAY COMMUNITY HEALTH CENTER, INC.",BOSTON,MA,BOSTON,1
ASST_NON_H8G47680_075,2023-01-18,-125968.0,125968.0,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,MATTAPAN COMMUNITY HEALTH CENTER INC,MATTAPAN,MA,MATTAPAN STATION,0
ASST_NON_H8G47723_075,2024-11-15,-6738.21,6738.21,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,HEALTH & HUMAN SERVICES,SPRINGFIELD,MA,SPRINGFIELD,0
ASST_NON_H8G47843_075,2025-04-15,-395695.37,395695.37,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"LYNN COMMUNITY HEALTH, INC",LYNN,MA,LYNN,1
ASST_NON_H8G48086_075,2024-11-05,-104.75,104.75,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"CODMAN SQUARE HEALTH CENTER, INC",DORCHESTER CENTER,MA,DORCHESTER,0
ASST_NON_H8G48149_075,2024-05-21,-160816.0,160816.0,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,DIMOCK COMMUNITY HEALTH CENTER,ROXBURY,MA,ROXBURY,0
ASST_NON_H8G48243_075,2023-03-01,-114610.0,114610.0,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,COMMUNITY HEALTH CENTER OF FRANKLIN COUNTY INC,GREENFIELD,MA,GREENFIELD,0
ASST_NON_H8G48487_075,2024-11-27,-2979.16,2979.16,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"LOWELL COMMUNITY HEALTH CENTER, INC.",LOWELL,MA,LOWELL,0
ASST_NON_H8G48508_075,2025-06-10,-27753.21,27753.21,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"HEALTHFIRST FAMILY CARE CENTER, INC.",FALL RIVER,MA,FALL RIVER,1
ASST_NON_H8H44950_075,2025-05-22,-168949.89,168949.89,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"DOTHOUSE HEALTH, INC",DORCHESTER,MA,DORCHESTER,1
ASST_NON_H8H44951_075,2025-05-27,-97008.05,97008.05,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,DORCHESTER,MA,DORCHESTER,1
ASST_NON_H8I48974_075,2025-07-21,-36694.02,36694.02,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"COMMUNITY HEALTH CENTER OF CAPE COD, INC.",MASHPEE,MA,MASHPEE,1
ASST_NON_H8L50684_075,2025-01-23,-10845.0,10845.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,HEALTH & HUMAN SERVICES,SPRINGFIELD,MA,SPRINGFIELD,1
ASST_NON_H8L51126_075,2025-05-30,-328.43,328.43,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"HEALTHFIRST FAMILY CARE CENTER, INC.",FALL RIVER,MA,FALL RIVER,1
ASST_NON_H9500145_075,2021-05-25,-7322.0,7322.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",BOSTON,MA,,0
ASST_NON_H9500145_075,2022-05-10,-77535.21,77535.21,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",BOSTON,MA,,0
ASST_NON_H9731428_075,2021-09-28,-25727.0,25727.0,CANCELLATION,C,REVISION,,,"FENWAY COMMUNITY HEALTH CENTER, INC.",BOSTON,MA,BOSTON,0
ASST_NON_H9830371_075,2025-08-07,-522.83,522.83,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,BOSTON,1
ASST_NON_H9A36910_075,2023-06-23,-36931.24,36931.24,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,0
ASST_NON_H9A36910_075,2023-06-23,-50.01,50.01,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,C,CORRECT AN EXISTING RECORD,BOSTON PUBLIC HEALTH COMMISSION,BOSTON,MA,BOSTON,0
ASST_NON_HAA25613817_418,2022-05-03,-47.22,47.22,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,,0
ASST_NON_HAA26380019_418,2021-05-27,-4320.3,4320.3,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,BRANDEIS UNIVERSITY,WALTHAM,MA,,0
ASST_NON_HAA26383719_418,2022-05-03,-776.4,776.4,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,,0
ASST_NON_HC200011009_086,2021-09-01,-5991.0,5991.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"THE HOUSING PARTNERSHIP NETWORK, INC.",BOSTON,MA,BOSTON,0
ASST_NON_HC200011018_086,2020-10-19,-15623.0,15623.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,NEIGHBORHOOD STABILIZATION CORP,ROXBURY,MA,ROXBURY,0
ASST_NON_HC200321001_086,2021-09-16,-406.0,406.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"ACTION FOR BOSTON COMMUNITY DEVELOPMENT, INC",BOSTON,MA,BOSTON,0
ASST_NON_HC200321001_086,2021-09-16,-641.71,641.71,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"ACTION FOR BOSTON COMMUNITY DEVELOPMENT, INC",BOSTON,MA,BOSTON,0
ASST_NON_HC200321007_086,2021-09-27,-8.5,8.5,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"CATHOLIC CHARITIES OF THE DIOCESE OF FALL RIVER, MASSACHUSETTS, INC.",FALL RIVER,MA,FALL RIVER,0
ASST_NON_HC200321007_086,2021-09-27,-81.0,81.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"CATHOLIC CHARITIES OF THE DIOCESE OF FALL RIVER, MASSACHUSETTS, INC.",FALL RIVER,MA,FALL RIVER,0
ASST_NON_HC200321032_086,2023-05-16,-18524.0,18524.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"PRO HOME, INC.",TAUNTON,MA,TAUNTON,0
ASST_NON_HC200321038_086,2023-01-12,-135.0,135.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"SPRINGFIELD PARTNERS FOR COMMUNITY ACTION, INC.",SPRINGFIELD,MA,SPRINGFIELD,0
ASST_NON_HC200321049_086,2022-12-28,-1552.62,1552.62,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"COMMUNITY SERVICE NETWORK, INC.",STONEHAM,MA,STONEHAM,0
ASST_NON_HC200811001_086,2022-04-01,-2878.0,2878.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,CITIZENS HOUSING & PLANNING ASSOCIATION INC,BOSTON,MA,BOSTON,0
ASST_NON_HC210321067_086,2023-09-07,-11582.5,11582.5,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"PRO HOME, INC.",TAUNTON,MA,TAUNTON,0
ASST_NON_HC220321002_086,2024-03-25,-7506.0,7506.0,PARTIAL_RES_CUM_POS,C,REVISION,,,"PRO HOME, INC.",TAUNTON,MA,TAUNTON,0
ASST_NON_HC220321002_086,2024-03-25,-4833.0,4833.0,PARTIAL_RES_CUM_POS,C,REVISION,,,"PRO HOME, INC.",TAUNTON,MA,TAUNTON,0
ASST_NON_HD24843716_418,2022-06-25,-55944.85,55944.85,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,,0
ASST_NON_HD5194414_418,2022-06-24,-21461.34,21461.34,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,,0
ASST_NON_HDTRA11510050_097,2022-01-18,-933.65,933.65,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_HDTRA11910014_097,2023-06-13,-724.59,724.59,ADMIN_OR_PREPAY_ADJ,D,ADJUSTMENT TO COMPLETED PROJECT,,,"RADIATION MONITORING DEVICES, INC.",WATERTOWN,MA,WATERTOWN,0
ASST_NON_HDTRA12210036_097,2024-04-02,-1030.55,1030.55,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_HG293511660A25_1601,2021-01-25,-146110.27,146110.27,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,JOBS FOR THE FUTURE INC,BOSTON,MA,,0
ASST_NON_HG293551660A25_1601,2022-03-30,-78283.76,78283.76,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MOUNT WACHUSETT COMMUNITY COLLEGE,GARDNER,MA,,0
ASST_NON_HG295321660A25_1601,2022-04-15,-464107.48,464107.48,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"ACTION FOR BOSTON COMMUNITY DEVELOPMENT, INC",BOSTON,MA,,0
ASST_NON_HG330431960A25_1601,2024-10-10,-78022.2,78022.2,RESCISSION,C,REVISION,,,TRUSTEES OF CLARK UNIVERSITY,WORCESTER,MA,,0
ASST_NON_HITEP150031_075,2022-05-31,-107150.22,107150.22,CANCELLATION,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_HMHMP0543160100_069,2021-03-25,-52641.17,52641.17,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,EMERGENCY MANAGEMENT AGENCY MASSACHUSETTS,FRAMINGHAM,MA,,0
ASST_NON_HQ00342310012_097,2025-04-17,-4072460.85,4072460.85,ADMIN_OR_PREPAY_ADJ,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,1
ASST_NON_HQ00342310015_097,2025-04-10,-263113.39,263113.39,ADMIN_OR_PREPAY_ADJ,C,REVISION,,,"EDUCATION DEVELOPMENT CENTER, INC.",WALTHAM,MA,,1
ASST_NON_HQ00342310016_097,2025-03-31,-212879.65,212879.65,ADMIN_OR_PREPAY_ADJ,C,REVISION,,,ICIVICS,CAMBRIDGE,MA,,1
ASST_NON_HR00111520047_097,2022-10-12,-50000.0,50000.0,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
